Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Alerts_Warnings,AttackType,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geolocation_Data,ProxyInformation,FirewallLogs,IDS_IPS_Alerts,Log_Source
172.217.9.227-10.42.0.42-443-41214-6,06-04-20 20:17,205.254.16.105,103.79.47.183,6433,56760,UDP,1040,Control,DNS,Alert Triggered,1,Blocked,High,Opera/9.93.(Windows NT 4.0; ml-IN) Presto/2.9.165 Version/10.00,Segment A,"Ghaziabad, Uttarakhand",Unknown,Unknown,Alert Data,Firewall
172.217.10.238-10.42.0.151-443-44311-6,06-02-22 8:35,122.143.199.209,109.18.225.99,35296,22551,UDP,1128,Control,HTTP,Unknown,0,Blocked,High,"Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/18.0.863.0 Safari/536.2",Segment A,"Bhatpara, Himachal Pradesh",136.111.197.189,Log Data,Alert Data,Firewall
10.42.0.211-98.139.183.24-51190-443-6,09-04-23 19:48,78.163.215.253,46.174.216.127,51807,8908,TCP,406,Data,HTTP,Unknown,0,Blocked,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; gl-ES) AppleWebKit/534.41.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.41.4",Segment A,"Hubliƒ??Dharwad, Maharashtra",Unknown,Unknown,Unknown,Firewall
10.42.0.211-112.80.248.187-55545-80-6,11-11-22 12:19,143.136.4.153,122.64.37.222,39948,17206,UDP,151,Control,FTP,Alert Triggered,0,Blocked,High,Mozilla/5.0 (Android 4.4.2; Mobile; rv:54.0) Gecko/54.0 Firefox/54.0,Segment A,"Bharatpur, Goa",Unknown,Unknown,Alert Data,Server
10.42.0.42-104.88.67.238-60693-443-6,14-10-21 12:35,133.97.2.180,125.75.164.117,14169,36509,UDP,1382,Control,HTTP,Alert Triggered,0,Blocked,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/25.0.896.0 Mobile/04N967 Safari/531.2",Segment B,"Tiruvottiyur, Assam",Unknown,Log Data,Alert Data,Firewall
10.42.0.211-10.42.0.1-45969-53-17,14-10-20 1:06,204.21.14.207,72.100.187.136,30039,24617,ICMP,1442,Control,FTP,Unknown,0,Blocked,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/24.0.894.0 Mobile/72S438 Safari/536.0",Segment C,"Kadapa, Meghalaya",Unknown,Log Data,Alert Data,Server
239.255.255.250-10.42.0.1-1900-41620-17,10-10-21 0:48,156.104.99.137,18.221.132.72,48129,37735,TCP,1066,Control,HTTP,Alert Triggered,0,Logged,High,Opera/9.56.(X11; Linux x86_64; pt-BR) Presto/2.9.171 Version/11.00,Segment B,"Hosur, Arunachal Pradesh",Unknown,Log Data,Unknown,Server
10.42.0.151-10.42.0.1-35594-53-17,17-12-20 7:08,28.185.18.228,142.192.76.21,12877,60759,UDP,478,Control,FTP,Alert Triggered,0,Blocked,Medium,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5 rv:2.0; iu-CA) AppleWebKit/533.40.7 (KHTML, like Gecko) Version/4.0.1 Safari/533.40.7",Segment C,"Jalgaon, Assam",154.103.166.222,Unknown,Unknown,Firewall
151.101.21.140-10.42.0.211-443-33379-6,23-02-23 6:48,53.169.100.124,149.174.164.134,8981,62480,TCP,1063,Data,DNS,Unknown,0,Logged,Medium,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_1 rv:3.0; sc-IT) AppleWebKit/533.29.5 (KHTML, like Gecko) Version/5.0.1 Safari/533.29.5",Segment C,"Maheshtala, Sikkim",Unknown,Log Data,Alert Data,Firewall
172.217.6.202-10.42.0.42-443-59583-6,24-05-23 19:26,202.227.141.20,125.200.18.245,27278,63717,TCP,867,Data,HTTP,Alert Triggered,0,Logged,Medium,Opera/9.33.(X11; Linux i686; ast-ES) Presto/2.9.179 Version/12.00,Segment C,"Varanasi, Odisha",90.151.180.51,Unknown,Unknown,Firewall
10.42.0.211-69.147.64.34-40690-443-6,14-07-23 11:51,212.235.184.93,55.174.191.179,29177,41149,ICMP,66,Control,HTTP,Alert Triggered,0,Blocked,Medium,"Mozilla/5.0 (Linux; Android 2.3.5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/59.0.827.0 Safari/536.1",Segment C,"Guwahati, Manipur",Unknown,Log Data,Alert Data,Firewall
10.42.0.211-10.42.0.1-37383-53-17,25-08-21 19:58,117.191.60.170,9.140.89.165,15000,27090,TCP,336,Control,DNS,Unknown,0,Blocked,High,Opera/8.17.(X11; Linux i686; km-KH) Presto/2.9.181 Version/10.00,Segment A,"Kota, Kerala",Unknown,Log Data,Alert Data,Firewall
172.217.12.202-10.42.0.151-443-49247-6,02-01-21 2:57,115.17.3.205,155.52.35.65,32302,35993,TCP,501,Control,DNS,Alert Triggered,0,Ignored,High,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.1),Segment B,"Vellore, Manipur",Unknown,Unknown,Alert Data,Firewall
216.58.219.234-10.42.0.151-443-56901-6,12-08-23 5:04,66.95.22.23,126.21.49.231,11810,56646,TCP,1230,Control,HTTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.16.1 (KHTML, like Gecko) Version/4.0 Safari/532.16.1",Segment B,"Madurai, Uttarakhand",Unknown,Log Data,Unknown,Server
10.42.0.211-106.39.169.66-46065-80-6,11-08-20 16:00,169.10.175.16,134.242.110.75,10961,21576,UDP,726,Data,FTP,Alert Triggered,0,Logged,Medium,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/47.0.880.0 Safari/533.0",Segment C,"Bharatpur, West Bengal",202.100.25.15,Log Data,Alert Data,Firewall
172.217.12.164-10.42.0.42-443-57180-6,28-01-23 14:09,216.193.251.36,180.133.199.28,2465,57101,UDP,478,Data,HTTP,Unknown,1,Blocked,Medium,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.19.7 (KHTML, like Gecko) Version/5.0 Safari/533.19.7",Segment C,"Bikaner, Karnataka",9.193.84.200,Unknown,Alert Data,Server
175.100.207.232-10.42.0.42-80-54648-6,18-05-23 11:30,38.124.108.150,102.86.8.82,44765,31091,UDP,1118,Data,DNS,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (Windows 95; wa-BE; rv:1.9.0.20) Gecko/2814-10-22 00:32:33 Firefox/3.8,Segment B,"Ghaziabad, Mizoram",153.44.131.143,Log Data,Alert Data,Server
182.22.25.124-10.42.0.151-443-37765-6,11-07-23 22:20,190.240.179.250,25.227.25.236,62371,46143,UDP,1344,Data,FTP,Alert Triggered,0,Blocked,Low,Opera/9.41.(X11; Linux x86_64; ti-ET) Presto/2.9.180 Version/12.00,Segment A,"Nashik, Tripura",123.51.160.22,Log Data,Unknown,Server
219.142.78.162-10.42.0.211-443-35569-6,27-07-21 5:42,180.70.235.43,205.201.244.171,27286,1418,TCP,467,Control,DNS,Unknown,0,Ignored,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.1),Segment B,"Ulhasnagar, Maharashtra",70.75.76.145,Log Data,Unknown,Server
220.243.235.201-10.42.0.211-80-59906-6,23-08-21 9:39,22.21.28.114,57.4.205.135,26824,10931,ICMP,753,Data,FTP,Alert Triggered,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.1),Segment B,"New Delhi, Uttar Pradesh",110.28.204.211,Log Data,Unknown,Server
10.42.0.1-10.42.0.42-53-3215-17,01-08-23 14:14,143.160.72.226,66.110.52.232,32040,7555,TCP,720,Data,HTTP,Alert Triggered,0,Ignored,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/13.2e8639.0 Mobile/82L337 Safari/531.2",Segment A,"Mumbai, Odisha",Unknown,Log Data,Unknown,Firewall
202.77.129.146-10.42.0.42-80-34766-6,09-10-22 11:25,181.154.190.146,6.234.42.114,7628,35604,ICMP,339,Data,HTTP,Unknown,0,Blocked,Low,Opera/8.76.(X11; Linux x86_64; wal-ET) Presto/2.9.180 Version/11.00,Segment C,"Karawal Nagar, Goa",4.74.170.13,Unknown,Alert Data,Server
10.42.0.151-10.42.0.1-28305-53-17,21-04-21 13:15,104.97.29.229,185.248.42.97,25054,42552,ICMP,73,Data,FTP,Unknown,0,Blocked,Low,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/40.0.840.0 Safari/531.1",Segment B,"Amaravati, Kerala",189.200.122.63,Log Data,Alert Data,Server
10.42.0.42-114.112.89.213-38622-80-6,21-01-21 7:22,45.12.129.84,63.30.80.178,58840,53862,UDP,177,Control,HTTP,Alert Triggered,0,Logged,Low,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/35.0.847.0 Mobile/77L313 Safari/531.1",Segment C,"New Delhi, Haryana",Unknown,Unknown,Unknown,Firewall
10.42.0.211-69.147.82.60-37921-443-6,22-06-20 14:29,80.240.23.188,14.66.153.80,59545,57387,UDP,1125,Control,HTTP,Unknown,0,Logged,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.1),Segment B,"Panipat, Tripura",2.243.138.59,Log Data,Unknown,Firewall
10.42.0.151-23.44.160.219-49988-443-6,01-05-20 4:43,165.121.78.120,102.132.84.254,21156,24982,TCP,957,Control,DNS,Alert Triggered,0,Ignored,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/58.0.819.0 Mobile/42P359 Safari/533.0",Segment A,"Bikaner, Rajasthan",Unknown,Unknown,Unknown,Server
10.42.0.1-10.42.0.42-53-7255-17,25-03-20 8:16,49.125.125.56,139.108.21.247,35258,27056,UDP,426,Data,DNS,Alert Triggered,0,Ignored,High,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/24.0.848.0 Safari/535.0",Segment A,"Sambalpur, Gujarat",Unknown,Log Data,Unknown,Server
10.42.0.151-10.42.0.1-32276-53-17,30-01-23 4:55,139.206.4.196,74.79.167.98,25795,30559,TCP,231,Control,FTP,Alert Triggered,0,Logged,Medium,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5; rv:1.9.2.20) Gecko/9583-10-20 11:31:34 Firefox/5.0,Segment C,"Srikakulam, Punjab",Unknown,Log Data,Alert Data,Firewall
10.42.0.151-10.42.0.1-15560-53-17,24-02-20 17:05,187.20.254.222,210.217.92.189,55610,9635,ICMP,360,Data,HTTP,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/17.0.818.0 Safari/531.1",Segment C,"Visakhapatnam, Madhya Pradesh",Unknown,Unknown,Unknown,Firewall
10.42.0.211-10.42.0.1-44261-53-17,10-11-21 18:49,145.251.230.55,193.77.17.17,23507,5258,UDP,975,Data,HTTP,Unknown,0,Logged,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),Segment C,"Khandwa, Chhattisgarh",56.172.114.64,Unknown,Unknown,Server
10.42.0.211-10.42.0.1-23630-53-17,25-06-21 1:00,16.72.63.168,141.98.222.207,38107,12612,TCP,759,Data,HTTP,Unknown,0,Ignored,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.0),Segment C,"Asansol, Gujarat",77.227.49.139,Unknown,Alert Data,Firewall
172.217.6.206-10.42.0.211-443-50631-6,12-05-22 15:54,4.116.204.92,156.54.47.226,12998,18099,TCP,1121,Control,FTP,Alert Triggered,0,Ignored,Low,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_3; rv:1.9.2.20) Gecko/2076-05-11 11:03:40 Firefox/3.6.11,Segment C,"Rourkela, Manipur",Unknown,Log Data,Unknown,Firewall
172.217.9.238-10.42.0.151-443-42135-6,04-02-23 3:22,166.103.31.26,60.8.201.111,47844,52836,UDP,925,Data,HTTP,Unknown,1,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.1),Segment A,"Guntakal, Manipur",Unknown,Log Data,Unknown,Server
162.208.22.39-10.42.0.211-443-45088-6,12-05-21 5:49,108.134.56.207,181.108.11.70,5696,33565,TCP,325,Control,HTTP,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (Android 2.3.1; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,Segment C,"Tirupati, Himachal Pradesh",Unknown,Log Data,Unknown,Server
172.217.11.14-10.42.0.151-443-35024-6,16-03-23 3:33,186.45.71.220,52.27.52.13,52133,62062,ICMP,945,Data,HTTP,Alert Triggered,0,Blocked,Low,Opera/9.95.(Windows NT 5.01; yue-HK) Presto/2.9.162 Version/12.00,Segment B,"Morena, Rajasthan",30.143.48.35,Unknown,Alert Data,Server
206.126.112.142-10.42.0.151-443-56220-6,31-12-20 9:00,209.229.129.57,97.54.114.81,42477,9118,ICMP,773,Data,FTP,Alert Triggered,0,Logged,Low,Opera/8.70.(Windows 98; es-AR) Presto/2.9.177 Version/12.00,Segment B,"Hapur, Goa",Unknown,Unknown,Alert Data,Server
10.42.0.211-66.198.24.253-47839-443-6,29-04-23 17:49,180.248.100.103,31.21.216.190,39040,6052,ICMP,821,Data,DNS,Alert Triggered,0,Blocked,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.1),Segment B,"Burhanpur, Assam",Unknown,Unknown,Alert Data,Server
140.205.164.47-10.42.0.211-443-41672-6,28-08-20 1:42,134.83.249.219,40.66.133.79,6234,55069,TCP,923,Control,FTP,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/39.0.845.0 Safari/536.2",Segment A,"Khandwa, Andhra Pradesh",Unknown,Log Data,Alert Data,Firewall
172.217.11.14-10.42.0.211-443-43702-6,23-08-21 11:24,15.194.197.150,203.133.236.119,22488,24330,UDP,1390,Control,HTTP,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (Windows NT 10.0; st-ZA; rv:1.9.0.20) Gecko/4910-04-24 19:47:21 Firefox/3.6.1,Segment A,"Bathinda, Madhya Pradesh",Unknown,Unknown,Alert Data,Server
10.42.0.211-10.42.0.1-44093-53-17,29-07-21 23:53,63.188.217.135,101.134.211.236,29880,51185,UDP,1193,Control,DNS,Alert Triggered,0,Ignored,High,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.15.1 (KHTML, like Gecko) Version/5.0.4 Safari/533.15.1",Segment C,"Deoghar, Kerala",186.58.207.10,Unknown,Alert Data,Firewall
10.42.0.211-10.42.0.1-3839-53-17,06-10-21 10:02,54.53.194.183,38.220.42.154,61564,51926,UDP,1094,Control,FTP,Alert Triggered,0,Logged,High,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_3 rv:5.0; nl-BE) AppleWebKit/533.13.6 (KHTML, like Gecko) Version/5.0.1 Safari/533.13.6",Segment C,"Jamshedpur, Rajasthan",123.129.34.147,Log Data,Alert Data,Firewall
10.42.0.211-23.206.166.66-51075-80-6,30-06-21 21:56,12.126.69.159,69.135.72.181,46527,31126,ICMP,1141,Control,FTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_3 rv:2.0; sl-SI) AppleWebKit/535.18.1 (KHTML, like Gecko) Version/4.0.3 Safari/535.18.1",Segment C,"Munger, Tripura",111.244.161.40,Unknown,Unknown,Firewall
10.42.0.211-119.167.164.33-42564-80-6,27-07-22 13:37,201.239.131.128,64.142.135.125,32220,3881,ICMP,1269,Data,HTTP,Alert Triggered,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),Segment C,"Pali, Assam",Unknown,Unknown,Alert Data,Firewall
172.217.9.234-10.42.0.211-443-54754-6,13-01-22 4:52,71.228.125.223,194.253.24.121,17857,28430,TCP,1331,Control,HTTP,Alert Triggered,0,Logged,Medium,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/58.0.825.0 Safari/532.2",Segment B,"Jamalpur, Haryana",Unknown,Unknown,Unknown,Server
172.217.11.46-10.42.0.151-443-34590-6,23-03-21 23:01,189.155.138.189,96.23.60.109,13535,44623,TCP,143,Data,FTP,Unknown,1,Ignored,Low,Mozilla/5.0 (Android 5.0.1; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,Segment C,"Nagaon, Punjab",20.192.230.193,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-14289-53-17,23-12-20 7:48,135.163.67.126,210.162.161.65,50405,55631,ICMP,710,Control,DNS,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (Windows NT 4.0; mg-MG; rv:1.9.2.20) Gecko/8860-06-06 21:05:06 Firefox/3.8,Segment C,"Howrah, Chhattisgarh",163.188.113.236,Unknown,Alert Data,Firewall
172.217.12.200-10.42.0.211-443-58651-6,21-07-20 4:37,137.224.124.61,92.159.59.192,52547,54679,ICMP,94,Data,DNS,Unknown,0,Ignored,Medium,Opera/9.32.(X11; Linux i686; nb-NO) Presto/2.9.173 Version/12.00,Segment B,"Shahjahanpur, Maharashtra",223.202.137.218,Unknown,Alert Data,Firewall
172.217.6.206-10.42.0.151-443-55496-6,23-11-20 12:35,187.102.149.165,175.181.176.254,13381,9217,ICMP,1397,Control,FTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.27.4 (KHTML, like Gecko) Version/5.0.4 Safari/532.27.4",Segment A,"Navi Mumbai, Maharashtra",80.98.132.67,Log Data,Alert Data,Server
10.42.0.211-104.254.66.16-47379-80-6,05-07-23 2:41,67.77.46.239,85.249.248.155,50677,55000,TCP,1481,Data,DNS,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; uz-UZ) AppleWebKit/533.21.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.21.4",Segment C,"Ludhiana, Arunachal Pradesh",Unknown,Log Data,Alert Data,Firewall
174.35.73.148-10.42.0.211-80-49428-6,09-09-20 22:18,93.185.5.61,43.89.179.6,22809,10515,TCP,1093,Control,HTTP,Alert Triggered,0,Logged,High,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/34.0.808.0 Safari/534.2",Segment A,"Baranagar, Andhra Pradesh",9.133.164.198,Log Data,Unknown,Server
172.217.10.225-10.42.0.211-443-60925-6,22-06-20 8:52,84.31.181.28,223.138.98.237,11095,47804,TCP,1357,Control,FTP,Unknown,0,Blocked,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/49.0.834.0 Mobile/07P066 Safari/536.1",Segment A,"Malegaon, Himachal Pradesh",20.133.223.159,Unknown,Alert Data,Server
172.217.10.13-10.42.0.42-443-55140-6,02-02-20 19:01,205.169.198.165,61.96.6.139,60852,39676,TCP,789,Control,HTTP,Alert Triggered,0,Ignored,Medium,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/26.0.856.0 Safari/531.1",Segment A,"Vijayanagaram, Manipur",Unknown,Unknown,Unknown,Firewall
10.42.0.42-103.235.46.211-32977-443-6,03-06-21 23:08,81.64.181.90,27.187.111.175,16631,39758,UDP,867,Data,DNS,Unknown,0,Ignored,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.0),Segment C,"Warangal, Jharkhand",78.12.193.180,Unknown,Alert Data,Server
10.42.0.211-106.39.169.66-37244-443-6,27-08-22 8:20,58.202.164.151,171.87.68.118,41494,18772,UDP,495,Control,FTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/15.0.842.0 Safari/534.2",Segment B,"Nandyal, Goa",Unknown,Unknown,Unknown,Server
10.42.0.211-10.42.0.1-2307-53-17,24-02-20 0:05,203.114.226.179,176.169.38.95,29043,64164,ICMP,364,Data,DNS,Alert Triggered,1,Ignored,Medium,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/32.0.803.0 Safari/536.1",Segment A,"Bathinda, Uttarakhand",78.124.43.29,Unknown,Alert Data,Server
10.42.0.151-10.42.0.1-25069-53-17,02-08-22 2:28,36.92.46.60,116.99.66.166,2933,55115,UDP,1169,Control,DNS,Unknown,0,Blocked,Low,Mozilla/5.0 (Android 5.1; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,Segment C,"Kulti, Arunachal Pradesh",58.150.250.215,Log Data,Unknown,Server
172.217.3.98-10.42.0.211-443-34402-6,11-06-22 16:27,64.205.78.121,80.127.125.94,55007,11624,UDP,1084,Control,HTTP,Unknown,0,Ignored,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/60.0.894.0 Mobile/21G468 Safari/536.1",Segment C,"Motihari, Sikkim",Unknown,Log Data,Alert Data,Server
10.42.0.211-72.30.3.43-56897-443-6,08-10-22 21:17,24.72.4.168,72.62.80.45,58084,53509,TCP,458,Data,DNS,Unknown,0,Ignored,High,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/7801-11-06 17:55:28 Firefox/5.0,Segment A,"Gangtok, Gujarat",57.35.166.249,Log Data,Unknown,Server
10.42.0.151-23.194.142.7-45975-443-6,22-01-20 9:58,69.11.31.235,159.138.18.10,23788,49252,ICMP,1162,Data,HTTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.15.1 (KHTML, like Gecko) Version/5.0.2 Safari/535.15.1",Segment B,"Alappuzha, Haryana",193.3.247.166,Unknown,Alert Data,Server
182.254.5.234-10.42.0.211-80-56925-6,31-08-21 9:06,51.46.253.64,59.238.69.115,14344,43728,TCP,258,Control,HTTP,Unknown,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Segment A,"Raichur, Nagaland",Unknown,Unknown,Unknown,Firewall
172.217.10.238-10.42.0.151-443-45559-6,18-01-21 18:40,30.38.164.79,193.181.145.120,61518,9985,TCP,73,Data,FTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.19.2 (KHTML, like Gecko) Version/5.0 Safari/532.19.2",Segment C,"Buxar, Kerala",Unknown,Unknown,Unknown,Firewall
10.42.0.211-10.42.0.1-31439-53-17,13-09-21 0:56,162.50.46.242,30.28.143.90,59134,37867,ICMP,271,Control,HTTP,Alert Triggered,0,Logged,Low,"Mozilla/5.0 (Linux; Android 2.2.3) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/29.0.895.0 Safari/534.1",Segment B,"Rampur, Sikkim",192.133.81.125,Unknown,Unknown,Firewall
10.42.0.151-104.244.42.130-47233-443-6,07-10-23 21:13,181.70.136.197,211.58.163.84,38897,12895,TCP,223,Control,DNS,Alert Triggered,0,Blocked,High,Mozilla/5.0 (Windows NT 5.1; nhn-MX; rv:1.9.0.20) Gecko/6417-06-30 12:08:23 Firefox/3.8,Segment B,"Dindigul, Assam",Unknown,Log Data,Alert Data,Server
10.42.0.211-66.231.239.124-45881-443-6,19-11-20 21:53,108.174.169.101,143.171.131.171,38154,33797,ICMP,978,Control,DNS,Alert Triggered,0,Logged,Low,Opera/8.52.(X11; Linux x86_64; de-DE) Presto/2.9.187 Version/11.00,Segment C,"Raipur, Bihar",203.110.171.156,Unknown,Alert Data,Firewall
10.42.0.211-58.63.236.212-60251-443-6,11-08-21 16:25,217.203.72.181,161.124.60.197,27205,60040,ICMP,808,Data,DNS,Unknown,0,Blocked,High,Opera/8.72.(X11; Linux x86_64; iu-CA) Presto/2.9.187 Version/10.00,Segment A,"Tadipatri, Tamil Nadu",Unknown,Log Data,Unknown,Server
209.10.120.26-10.42.0.211-80-38240-6,08-11-21 12:23,176.60.46.42,30.71.46.31,57380,31000,UDP,526,Control,DNS,Unknown,0,Ignored,High,Opera/8.79.(X11; Linux x86_64; aa-DJ) Presto/2.9.186 Version/11.00,Segment B,"Hosur, Meghalaya",157.46.55.201,Log Data,Unknown,Firewall
10.42.0.151-10.42.0.1-21253-53-17,20-09-22 6:23,161.249.177.62,23.243.23.240,31622,14009,TCP,691,Data,FTP,Unknown,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.0),Segment C,"Khora , Assam",76.43.172.87,Log Data,Unknown,Firewall
10.42.0.211-52.84.29.154-52845-443-6,02-08-20 23:21,104.187.55.91,42.147.178.123,47794,41310,ICMP,1046,Data,FTP,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (Android 2.2.3; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,Segment A,"Udaipur, Uttar Pradesh",Unknown,Unknown,Unknown,Server
10.42.0.42-54.68.36.249-53552-443-6,17-06-23 19:13,136.252.170.247,117.212.211.104,12445,49276,TCP,378,Data,HTTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; id-ID) AppleWebKit/534.44.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.44.5",Segment C,"Bharatpur, West Bengal",211.179.16.243,Log Data,Unknown,Firewall
172.217.11.3-10.42.0.151-443-57266-6,26-11-20 22:31,113.36.58.171,10.147.167.245,62995,26253,ICMP,1190,Control,HTTP,Alert Triggered,1,Ignored,Medium,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2; rv:1.9.2.20) Gecko/9707-05-15 16:28:18 Firefox/5.0,Segment C,"Siliguri, Odisha",94.130.185.41,Unknown,Unknown,Server
10.42.0.211-10.42.0.1-51048-53-17,02-04-22 20:53,18.86.111.36,180.100.119.110,28276,60643,UDP,695,Data,DNS,Unknown,0,Ignored,Medium,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/60.0.811.0 Safari/534.1",Segment A,"Guna, West Bengal",209.42.25.136,Unknown,Alert Data,Server
10.42.0.42-104.244.42.65-60290-80-6,04-05-22 4:34,184.49.57.195,74.85.193.103,35070,6568,TCP,262,Data,FTP,Alert Triggered,0,Blocked,High,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4883-07-26 05:23:22 Firefox/12.0,Segment A,"Aurangabad, Karnataka",Unknown,Unknown,Alert Data,Firewall
205.185.216.10-10.42.0.211-80-50116-6,02-11-21 3:55,109.194.80.179,94.3.34.66,8964,26738,TCP,654,Data,DNS,Unknown,0,Ignored,Medium,"Mozilla/5.0 (Windows CE) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/30.0.850.0 Safari/534.2",Segment C,"North Dumdum, Meghalaya",Unknown,Unknown,Unknown,Server
